Index;UserId;JobTitle;DetailedOccupation;MinorGroup;MajorGroup;JobTitle_token;JobTitle_token_Id
357;4501;store manager;11-1021;11-10;11;store manager;[39, 1]
358;4510;senior systems network administrator;15-1244;15-12;15;senior systems network administrator;[12, 56, 70, 34]
359;4510;network administrator;15-1244;15-12;15;network administrator;[70, 34]
360;4510;network administrator;15-1244;15-12;15;network administrator;[70, 34]
361;4517;director biometrics operations;11-1021;11-10;11;director biometrics operations;[16, 0, 20]
362;4517;training specialist;13-1151;13-10;13;training specialist;[125, 7]
363;4517;programmer ii;15-1251;15-12;15;programmer ii;[104, 61]
364;4517;programmer;15-1251;15-12;15;programmer;[104]
365;4517;customer service associate;43-4051;43-40;43;customer service associate;[5, 4, 9]
366;4545;manager food;11-9051;11-90;11;manager food;[1, 162]
367;4545;food beverage manager catering;11-9051;11-90;11;food beverage manager catering;[162, 327, 1, 350]
368;4575;truck driver;53-3032;53-30;53;truck driver;[89, 25]
369;4575;truck driver;53-3032;53-30;53;truck driver;[89, 25]
370;4575;truck driver;53-3032;53-30;53;truck driver;[89, 25]
371;4575;truck driver;53-3032;53-30;53;truck driver;[89, 25]
372;4575;truck driver;53-3032;53-30;53;truck driver;[89, 25]
373;4575;paul carrier;43-5052;43-50;43;paul carrier;[0, 431]
374;4575;truck driver;53-3032;53-30;53;truck driver;[89, 25]
375;4575;truck driver;53-3032;53-30;53;truck driver;[89, 25]
376;4619;child youth program assistant poc;21-1093;21-10;21;child youth program assistant poc;[326, 310, 115, 2, 0]
377;4619;sales associate;41-2031;41-20;41;sales associate;[3, 9]
378;4639;clerk typist iii;43-9061;43-90;43;clerk typist iii;[13, 646, 169]
379;4639;ticket agent;43-4181;43-40;43;ticket agent;[1213, 49]
380;4639;cashier;41-2011;41-20;41;cashier;[15]
381;4639;clerk;43-9061;43-90;43;clerk;[13]
382;4647;customer service lead;43-1011;43-10;43;customer service lead;[5, 4, 37]
383;4647;office assistant dispatch manager;43-6014;43-60;43;office assistant dispatch manager;[8, 2, 492, 1]
384;4651;medical transcriptionist;31-9094;31-90;31;medical transcriptionist;[26, 581]
385;4651;medical transcriptionist;31-9094;31-90;31;medical transcriptionist;[26, 581]
386;4651;medical transcriptionist;31-9094;31-90;31;medical transcriptionist;[26, 581]
387;4651;computer operator;15-1299;15-12;15;computer operator;[76, 38]
388;4651;advertising coordinator administrative assistant;43-6014;43-60;43;advertising coordinator administrative assistant;[297, 14, 10, 2]
389;4688;cashier;41-2011;41-20;41;cashier;[15]
390;4688;package handler;53-7062;53-70;53;package handler;[432, 187]
391;4698;welder supervisor;51-1011;51-10;51;welder supervisor;[647, 18]
392;4698;sales associate;41-2031;41-20;41;sales associate;[3, 9]
393;4698;project manager;13-1082;13-10;13;project manager;[23, 1]
394;4703;helpdesk coordinator;15-1232;15-12;15;helpdesk coordinator;[254, 14]
395;4703;helpdesk technician;15-1232;15-12;15;helpdesk technician;[254, 24]
396;4703;network operations engineer level ii helpdesk technician ii;15-1231;15-12;15;network operations engineer level ii helpdesk technician ii;[70, 20, 22, 225, 61, 254, 24, 61]
397;4719;driver guard;33-9032;33-90;33;driver guard;[25, 165]
398;4719;security;33-9032;33-90;33;security;[63]
399;4719;truck driver salesman;53-3031;53-30;53;truck driver salesman;[89, 25, 270]
400;4740;sales representative;41-4012;41-40;41;sales representative;[3, 6]
401;4740;sales representative;41-4012;41-40;41;sales representative;[3, 6]
402;4740;serviced sales accounts;41-4012;41-40;41;serviced sales accounts;[0, 3, 48]
403;4743;patient representative;29-2099;29-20;29;patient representative;[98, 6]
404;4743;schedule patients dental orthodontic appointments;31-9091;31-90;31;schedule patients dental orthodontic appointments;[1214, 536, 209, 959, 1215]
405;4743;patient representative;29-2099;29-20;29;patient representative;[98, 6]
406;4743;server hostess;35-3031;35-30;35;server hostess;[65, 278]
407;4745;director admissions;11-9033;11-90;11;director admissions;[16, 255]
408;4745;director admissions;11-9033;11-90;11;director admissions;[16, 255]
409;4745;director admissions;11-9033;11-90;11;director admissions;[16, 255]
410;4745;asst director admissions;11-9033;11-90;11;asst director admissions;[168, 16, 255]
411;4773;medical assistant;31-9092;31-90;31;medical assistant;[26, 2]
412;4773;office assistant;43-6014;43-60;43;office assistant;[8, 2]
413;4787;manager;11-1021;11-10;11;manager;[1]
414;4787;loan officer;13-2072;13-20;13;loan officer;[64, 42]
415;4859;reading specialist interventionist rti team;25-2056;25-20;25;reading specialist interventionist rti team;[809, 7, 0, 0, 75]
416;4859;elementary classroom teacher;25-2021;25-20;25;elementary classroom teacher;[648, 810, 51]
417;4877;territory sales representative;41-4012;41-40;41;territory sales representative;[141, 3, 6]
418;4877;sales business development;11-2022;11-20;11;sales business development;[3, 28, 54]
419;4877;general manager sales manager;11-2022;11-20;11;general manager sales manager;[32, 1, 3, 1]
420;4877;account manager purchasing agent;11-3061;11-30;11;account manager purchasing agent;[29, 1, 86, 49]
421;4965;hr manager;11-3121;11-30;11;hr manager;[108, 1]
422;4965;hr generalist;13-1071;13-10;13;hr generalist;[108, 210]
423;4972;security guard;33-9032;33-90;33;security guard;[63, 165]
424;4972;driver;53-3032;53-30;53;driver;[25]
425;4989;journeyman machine repairman;49-9071;49-90;49;journeyman machine repairman;[279, 144, 1216]
426;4989;journeyman machine repairman;49-9071;49-90;49;journeyman machine repairman;[279, 144, 1216]
427;4989;tool equipment serviceman;49-9031;49-90;49;tool equipment serviceman;[720, 303, 0]
428;5012;rn;29-1141;29-10;29;rn;[137]
429;5012;registered nurse;29-1141;29-10;29;registered nurse;[94, 30]
430;5012;rn;29-1141;29-10;29;rn;[137]
431;5012;licensed practical nurse;29-2061;29-20;29;licensed practical nurse;[136, 197, 30]
432;5012;certified nursing assistant assisted living;31-1121;31-10;31;certified nursing assistant assisted living;[74, 92, 2, 721, 532]
433;5152;sales customer service representative;43-4051;43-40;43;sales customer service representative;[3, 5, 4, 6]
434;5152;office assistant;43-6014;43-60;43;office assistant;[8, 2]
435;5152;emergency department greeter unit secretary;43-6013;43-60;43;emergency department greeter unit secretary;[215, 83, 960, 173, 46]
436;5152;radiology service representative;43-4051;43-40;43;radiology service representative;[811, 4, 6]
437;5152;office assistant;43-6014;43-60;43;office assistant;[8, 2]
438;5157;assistant operations manager;51-1011;51-10;51;assistant operations manager;[2, 20, 1]
439;5157;assistant branch manager;11-3031;11-30;11;assistant branch manager;[2, 106, 1]
440;5157;branch manager;11-1021;11-10;11;branch manager;[106, 1]
441;5174;vice president business development;11-2022;11-20;11;vice president business development;[50, 31, 28, 54]
442;5174;district manager;11-1021;11-10;11;district manager;[87, 1]
443;5174;district operations manager;11-1021;11-10;11;district operations manager;[87, 20, 1]
444;5186;internet sales manager;11-2022;11-20;11;internet sales manager;[328, 3, 1]
445;5186;general manager;11-1021;11-10;11;general manager;[32, 1]
446;5211;student accounts representative business office;41-4012;41-40;41;student accounts representative business office;[190, 48, 6, 28, 8]
447;5211;admissions coordinator;21-1012;21-10;21;admissions coordinator;[255, 14]
448;5211;s.r admissions advisor;21-1012;21-10;21;s.r admissions advisor;[0, 255, 147]
449;5211;car sales;41-2031;41-20;41;car sales;[408, 3]
450;5264;loan secretary;43-4131;43-40;43;loan secretary;[64, 46]
451;5264;loan teller loan clerk;43-3071;43-30;43;loan teller loan clerk;[64, 99, 64, 13]
452;5264;clerk wic clerk;43-9061;43-90;43;clerk wic clerk;[13, 0, 13]
453;5282;branch manager;11-1021;11-10;11;branch manager;[106, 1]
454;5282;operations manager;11-1021;11-10;11;operations manager;[20, 1]
455;5282;vice president;11-1011;11-10;11;vice president;[50, 31]
456;5282;district leader;11-1021;11-10;11;district leader;[87, 109]
457;5324;lpn c;29-2061;29-20;29;lpn c;[140, 812]
458;5324;lpn c;29-2061;29-20;29;lpn c;[140, 812]
459;5324;lpn;29-2061;29-20;29;lpn;[140]
460;5351;quality manager;11-3051;11-30;11;quality manager;[71, 1]
461;5351;manager quality control;11-3051;11-30;11;manager quality control;[1, 71, 97]
462;5351;managing partner operations;11-1021;11-10;11;managing partner operations;[364, 298, 20]
463;5351;purchasing agent inventory control supervisor;13-1023;13-10;13;purchasing agent inventory control supervisor;[86, 49, 90, 97, 18]
464;5365;inside liability claims adjuster;13-1031;13-10;13;inside liability claims adjuster;[139, 537, 81, 334]
465;5365;retail sales representative;41-2031;41-20;41;retail sales representative;[78, 3, 6]
466;5365;retail sales representative;41-2031;41-20;41;retail sales representative;[78, 3, 6]
467;5365;administrative temp;43-6014;43-60;43;administrative temp;[10, 163]
468;5384;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
469;5384;administrative assistant customer service representative;43-4051;43-40;43;administrative assistant customer service representative;[10, 2, 5, 4, 6]
470;5384;administrative service representative billing;43-4051;43-40;43;administrative service representative billing;[10, 4, 6, 84]
471;5414;superintendent;11-9021;11-90;11;superintendent;[179]
472;5414;superintendent;11-9021;11-90;11;superintendent;[179]
473;5414;electrician;47-2111;47-20;47;electrician;[148]
474;5473;gemologist;51-9071;51-90;51;gemologist;[0]
475;5473;sales manager;11-2022;11-20;11;sales manager;[3, 1]
476;5473;sales;41-2031;41-20;41;sales;[3]
477;5598;leader coordinator;41-1011;41-10;41;leader coordinator;[109, 14]
478;5598;operations outreach director;11-9151;11-90;11;operations outreach director;[20, 381, 16]
479;5633;quality engineer cqe cssgb;17-2112;17-20;17;quality engineer cqe cssgb;[71, 22, 0, 0]
480;5633;test engineer;17-2112;17-20;17;test engineer;[290, 22]
481;5645;senior respiratory solutions;29-1126;29-10;29;senior respiratory solutions;[12, 649, 335]
482;5645;director marketing purchasing;11-3061;11-30;11;director marketing purchasing;[16, 35, 86]
483;5645;director marketing purchasing delivery;11-3061;11-30;11;director marketing purchasing delivery;[16, 35, 86, 172]
484;5692;member service;43-4051;43-40;43;member service;[101, 4]
485;5692;customer service representative iii;43-4051;43-40;43;customer service representative iii;[5, 4, 6, 169]
486;5692;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
487;5692;bookkeeping clerk;43-3031;43-30;43;bookkeeping clerk;[582, 13]
488;5725;payroll specialist;43-3051;43-30;43;payroll specialist;[103, 7]
489;5725;sales associate;41-2031;41-20;41;sales associate;[3, 9]
490;5725;assistant medical records specialist;29-2072;29-20;29;assistant medical records specialist;[2, 26, 182, 7]
491;5725;data processor;43-9021;43-90;43;data processor;[45, 112]
492;5725;records specialist;29-2072;29-20;29;records specialist;[182, 7]
493;5726;director;11-1011;11-10;11;director;[16]
494;5726;systems analyst;15-1211;15-12;15;systems analyst;[56, 11]
495;5740;level iv senior lead shipping receiving associate;43-5071;43-50;43;level iv senior lead shipping receiving associate;[225, 813, 12, 37, 129, 119, 9]
496;5740;security officer unarmed;33-9032;33-90;33;security officer unarmed;[63, 42, 583]
497;5740;materials receiving purchasing clerk;53-7065;53-70;53;materials receiving purchasing clerk;[220, 119, 86, 13]
498;5751;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
499;5751;office manager;43-1011;43-10;43;office manager;[8, 1]
500;5767;personal banker;43-4141;43-40;43;personal banker;[130, 205]
501;5767;head teller service manager;43-1011;43-10;43;head teller service manager;[191, 99, 4, 1]
502;5771;customer support agent;43-4051;43-40;43;customer support agent;[5, 17, 49]
503;5771;insurance agent;41-3021;41-30;41;insurance agent;[116, 49]
504;5771;store manager;11-1021;11-10;11;store manager;[39, 1]
505;5771;paint shop supervisor;51-1011;51-10;51;paint shop supervisor;[961, 304, 18]
506;5813;event staff;13-1121;13-10;13;event staff;[271, 52]
507;5813;easy tech sales associate;41-2031;41-20;41;easy tech sales associate;[0, 135, 3, 9]
508;5813;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
509;5874;director sales;11-2022;11-20;11;director sales;[16, 3]
510;5874;regional sales manager;11-2022;11-20;11;regional sales manager;[69, 3, 1]
511;5874;director sales new business;11-2022;11-20;11;director sales new business;[16, 3, 242, 28]
512;5874;senior district sales manager;11-2022;11-20;11;senior district sales manager;[12, 87, 3, 1]
513;5939;delivery expert;53-3033;53-30;53;delivery expert;[172, 461]
514;5939;warehouse manager;11-3071;11-30;11;warehouse manager;[62, 1]
515;5965;director information technology;11-3021;11-30;11;director information technology;[16, 120, 170]
516;5965;chief information officer;11-3021;11-30;11;chief information officer;[123, 120, 42]
517;5965;billion sales;11-2022;11-20;11;billion sales;[0, 3]
518;5965;director product development quality assurance;11-3051;11-30;11;director product development quality assurance;[16, 107, 54, 71, 167]
519;5965;chief information officer;11-3021;11-30;11;chief information officer;[123, 120, 42]
520;5965;systems programmer;15-1251;15-12;15;systems programmer;[56, 104]
521;6047;assistant student services;21-1093;21-10;21;assistant student services;[2, 190, 47]
522;6047;marketing assistant;43-6014;43-60;43;marketing assistant;[35, 2]
523;6049;office manager;43-1011;43-10;43;office manager;[8, 1]
524;6049;restaurant retail manager;11-9051;11-90;11;restaurant retail manager;[295, 78, 1]
525;6049;office manager;43-1011;43-10;43;office manager;[8, 1]
526;6101;marketing consultant corporate identity manager;11-2021;11-20;11;marketing consultant corporate identity manager;[35, 21, 96, 0, 1]
527;6101;dba;15-1242;15-12;15;dba;[382]
528;6186;accounts payable coordinator;43-3031;43-30;43;accounts payable coordinator;[48, 85, 14]
529;6186;accounts receivable hr specialist benefits ii;43-3031;43-30;43;accounts receivable hr specialist benefits ii;[48, 134, 108, 7, 221, 61]
530;6187;supervisor;51-1011;51-10;51;supervisor;[18]
531;6187;commission sales team supervisor;41-1011;41-10;41;commission sales team supervisor;[962, 3, 75, 18]
532;6224;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
533;6224;server;35-3031;35-30;35;server;[65]
534;6224;cashier;41-2011;41-20;41;cashier;[15]
535;6225;vice president cfo;11-3031;11-30;11;vice president cfo;[50, 31, 433]
536;6225;plant controller;11-3031;11-30;11;plant controller;[184, 79]
537;6225;senior financial analyst;13-2051;13-20;13;senior financial analyst;[12, 43, 11]
538;6225;senior credit analyst;13-2041;13-20;13;senior credit analyst;[12, 111, 11]
539;6275;server;35-3031;35-30;35;server;[65]
540;6275;customer service representitive;43-4051;43-40;43;customer service representitive;[5, 4, 0]
541;6279;store manager;11-1021;11-10;11;store manager;[39, 1]
542;6279;insurance securities agent;41-3031;41-30;41;insurance securities agent;[116, 963, 49]
543;6279;assistant store manager;41-1011;41-10;41;assistant store manager;[2, 39, 1]
544;6288;facility assistant;43-6014;43-60;43;facility assistant;[233, 2]
545;6288;commercial electrician apprentice;47-2111;47-20;47;commercial electrician apprentice;[152, 148, 272]
546;6288;hard lines supervisor marketing representative;13-1161;13-10;13;hard lines supervisor marketing representative;[964, 409, 18, 35, 6]
547;6326;patient registration rep.;43-4111;43-40;43;patient registration rep;[98, 493, 44]
548;6326;patient service rep;29-2099;29-20;29;patient service rep;[98, 4, 44]
549;6330;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
