Id	MajorGroup	MinorGroup	DetailedOccupation	JobTitle_tokens	JobTitle_tokens_idx
454	51	51-90	51-9111	machine operator	[144, 38]
455	53	53-30	53-3032	class d driver	[306, 722, 25]
456	15	15-12	15-1232	computer specialist	[76, 7]
457	15	15-12	15-1232	supporting fema technical support	[1221, 0, 57, 17]
458	11	11-30	11-3021	mis manager	[362, 1]
459	41	41-10	41-1011	assistant retail manager	[2, 78, 1]
460	43	43-10	43-1011	account coordinator	[29, 14]
461	43	43-30	43-3031	accounts payable	[48, 85]
462	43	43-30	43-3031	accounts payables	[48, 644]
463	41	41-10	41-1011	retail manager gnc	[78, 1, 0]
464	15	15-12	15-1244	administrator	[34]
465	13	13-10	13-1071	time employment	[113, 289]
466	33	33-90	33-9091	cross guard	[968, 165]
467	11	11-20	11-2022	district sales manager	[87, 3, 1]
468	11	11-10	11-1021	general manger	[32, 273]
469	11	11-10	11-1021	isl manager	[0, 1]
470	51	51-10	51-1011	operations supervisor	[20, 18]
471	53	53-70	53-7065	warehouse cycle counter clerk kanban team member	[62, 650, 280, 13, 0, 75, 101]
472	13	13-10	13-1121	volunteer fundraising event planning committee	[243, 969, 271, 248, 1222]
473	43	43-10	43-1011	dispatcher customer service	[174, 5, 4]
474	47	47-20	47-2111	journeyman electrician	[279, 148]
475	47	47-20	47-2111	apprentice electrician	[272, 148]
476	41	41-20	41-2011	cashier customer service	[15, 5, 4]
477	41	41-20	41-2011	courtesy clerk	[494, 13]
478	43	43-50	43-5061	inventory control coordinator	[90, 97, 14]
479	43	43-50	43-5071	receiving shipping coordinator	[119, 129, 14]
480	53	53-70	53-7065	warehouse specialist	[62, 7]
481	11	11-90	11-9141	resident manager	[291, 1]
482	11	11-90	11-9021	superintendent ii	[179, 61]
483	29	29-10	29-1141	staff nurse pediatric adult observation	[52, 30, 383, 817, 970]
484	29	29-10	29-1141	patient care coordinator staff development specialist	[98, 55, 14, 52, 54, 7]
485	29	29-10	29-1141	emergency department staff nurse	[215, 83, 52, 30]
486	21	21-10	21-1023	psychiatric social worker	[1223, 195, 68]
487	43	43-10	43-1011	supervisor ii	[18, 61]
488	21	21-10	21-1023	center children families clinical social worker	[77, 540, 971, 161, 195, 68]
489	31	31-10	31-1121	certified nurse assistant home health aide	[74, 30, 2, 100, 73, 131]
490	41	41-20	41-2022	inventory specialist sales	[90, 7, 3]
491	53	53-70	53-7062	facility laborer	[233, 121]
492	53	53-70	53-7065	stocker customer service	[204, 5, 4]
493	41	41-40	41-4012	manufacture representative	[972, 6]
494	53	53-70	53-7065	records warehouse clerk	[182, 62, 13]
495	11	11-20	11-2022	sales director	[3, 16]
496	43	43-50	43-5061	inventory control	[90, 97]
497	43	43-10	43-1011	shift supervisor cashier	[263, 18, 15]
498	43	43-50	43-5032	dispatcher	[174]
499	41	41-30	41-3031	financial services representative	[43, 47, 6]
500	41	41-10	41-1011	salesmen assistant manager	[0, 2, 1]
501	21	21-10	21-1012	counselor	[88]
502	15	15-12	15-1253	qa tester	[228, 495]
503	15	15-12	15-1244	network engineer level ii system support analyst	[70, 22, 225, 61, 180, 17, 11]
504	15	15-12	15-1244	network engineer system analyst ii	[70, 22, 180, 11, 61]
505	15	15-12	15-1244	networking support web development	[973, 17, 156, 54]
506	15	15-12	15-1211	senior programmer analyst	[12, 104, 11]
507	15	15-12	15-1211	programmer analyst	[104, 11]
508	41	41-20	41-2011	deli clerk	[367, 13]
509	41	41-20	41-2011	storefront employee cashier	[0, 222, 15]
510	31	31-10	31-1131	administration medication hygiene patient	[133, 541, 1224, 98]
511	43	43-40	43-4111	enumerator	[974]
512	41	41-20	41-2011	cashier sales associate	[15, 3, 9]
513	53	53-70	53-7051	forklift operator	[128, 38]
514	53	53-70	53-7062	material handler	[188, 187]
515	53	53-70	53-7064	packer	[317]
516	35	35-30	35-3023	food maker cashier	[162, 723, 15]
517	43	43-40	43-4199	registrar	[434]
518	43	43-30	43-3021	physician billing data entry	[724, 84, 45, 59]
519	43	43-30	43-3071	bank teller	[241, 99]
520	13	13-20	13-2051	financial analyst	[43, 11]
521	41	41-30	41-3091	security account representative team leader	[63, 29, 6, 75, 109]
522	43	43-40	43-4171	weekend desk receptionist	[975, 58, 27]
523	43	43-60	43-6011	administrative assistant accounting department	[10, 2, 40, 83]
524	21	21-10	21-1013	marriage family therapy intern	[976, 244, 818, 91]
525	41	41-20	41-2031	sales associate desk associate	[3, 9, 58, 9]
526	43	43-40	43-4051	c.s.a agent	[0, 49]
527	41	41-20	41-2011	cashier bartender	[15, 149]
528	15	15-12	15-1232	customer technical support	[5, 57, 17]
529	43	43-40	43-4051	customer service high volume center	[5, 4, 384, 819, 77]
530	53	53-70	53-7051	forklift driver certified	[128, 25, 74]
531	51	51-90	51-9061	tester quality control inspector	[495, 71, 97, 217]
532	11	11-10	11-1011	chief executive officer	[123, 19, 42]
533	11	11-10	11-1011	founder president ceo	[366, 31, 206]
534	13	13-20	13-2011	senior accountant	[12, 36]
535	11	11-30	11-3031	assistant general manager budget finance	[2, 32, 1, 435, 93]
536	41	41-10	41-1011	retail manager	[78, 1]
537	11	11-30	11-3051	production manager	[67, 1]
538	11	11-30	11-3051	manufacturing manager	[151, 1]
539	41	41-20	41-2021	counter sales rep	[280, 3, 44]
540	41	41-20	41-2031	retail sales rep	[78, 3, 44]
541	41	41-20	41-2031	retail wireless consultant	[78, 585, 21]
542	47	47-20	47-2061	driver labor	[25, 412]
543	53	53-30	53-3032	otr driver	[651, 25]
544	43	43-10	43-1011	supervisor overdraft service customer service	[18, 0, 4, 5, 4]
545	13	13-10	13-1199	sr operations specialist customer service	[53, 20, 7, 5, 4]
546	43	43-10	43-1011	customer service loan operations adminstrator	[5, 4, 64, 20, 0]
547	43	43-60	43-6011	executive secretary accounts payable	[19, 46, 48, 85]
548	11	11-30	11-3031	office manager accounts receivable commercial collections	[8, 1, 48, 134, 152, 138]
549	43	43-50	43-5071	shipping receiving clerk	[129, 119, 13]
550	29	29-20	29-2099	health service specialist medical assistant flow patient manager	[73, 4, 7, 26, 2, 820, 98, 1]
551	43	43-60	43-6013	office medical assistant	[8, 26, 2]
552	11	11-90	11-9032	principal	[229]
553	29	29-10	29-1125	therapeutic recreational assistant	[977, 0, 2]
554	43	43-40	43-4141	universal banker	[652, 205]
555	31	31-10	31-1121	home health aide	[100, 73, 131]
556	35	35-30	35-3023	cook cashier	[319, 15]
557	11	11-30	11-3012	church administrator	[821, 34]
558	11	11-10	11-1021	manufacturing operations manager	[151, 20, 1]
559	13	13-10	13-1151	corporate training representative	[96, 125, 6]
560	13	13-20	13-2053	underwriter	[256]
561	41	41-30	41-3021	center sales agent	[77, 3, 49]
562	41	41-20	41-2011	games attendant store associate	[0, 267, 39, 9]
563	43	43-60	43-6014	receptionist administrative assistant	[27, 10, 2]
564	11	11-10	11-1021	interim manager	[351, 1]
565	43	43-30	43-3011	senior account specialists	[12, 29, 978]
566	43	43-30	43-3011	senior collector ii	[12, 143, 61]
567	11	11-20	11-2022	international sales manager	[237, 3, 1]
568	11	11-20	11-2022	vp international sales	[203, 237, 3]
569	11	11-30	11-3061	purchasing manager inventory control	[86, 1, 90, 97]
570	11	11-30	11-3031	manager finance lowe	[1, 93, 1225]
571	11	11-30	11-3031	manager corporate financial planning analysis	[1, 96, 43, 248, 320]
572	13	13-20	13-2051	portfolio analyst	[274, 11]
573	13	13-20	13-2051	associate analyst specialty finance equity research	[9, 11, 405, 93, 653, 164]
574	13	13-20	13-2072	senior mortgage consultant	[12, 160, 21]
575	13	13-20	13-2072	achieved senior loan officer	[0, 12, 64, 42]
576	11	11-10	11-1021	lowe home improvement department manager	[1225, 100, 586, 83, 1]
577	41	41-10	41-1011	department supervisor	[83, 18]
578	13	13-10	13-1151	regional bar trainer	[69, 436, 110]
579	41	41-30	41-3031	registered representative	[94, 6]
580	41	41-30	41-3021	agent	[49]
581	41	41-20	41-2031	sales service specialist	[3, 4, 7]
582	43	43-10	43-1011	customer service team lead	[5, 4, 75, 37]
583	35	35-30	35-3023	server crew leader	[65, 153, 109]
584	15	15-12	15-1299	project phase manager	[23, 1226, 1]
585	15	15-12	15-1232	desktop support	[126, 17]
586	41	41-10	41-1011	trade floor support team lead	[587, 201, 17, 75, 37]
587	15	15-12	15-1232	senior support analyst	[12, 17, 11]
588	11	11-20	11-2022	territorial sales manager	[588, 3, 1]
589	11	11-30	11-3071	distribution manager	[281, 1]
590	21	21-10	21-1092	probation officer assistant internship	[1227, 42, 2, 318]
591	53	53-70	53-7065	floor representative	[201, 6]
592	29	29-20	29-2012	laboratory assistant	[368, 2]
593	41	41-20	41-2011	deli clerk cashier deli counter	[367, 13, 15, 367, 280]
594	35	35-30	35-3031	waitress cashier waiting tables cashier	[178, 15, 0, 0, 15]
595	11	11-90	11-9151	volunteer board member	[243, 413, 101]
596	43	43-40	43-4051	senior customer service representative	[12, 5, 4, 6]
597	13	13-10	13-1051	estimator	[299]
598	11	11-10	11-1021	operational planning manager	[725, 248, 1]
599	11	11-10	11-1021	operational manager	[725, 1]
600	11	11-30	11-3071	air traffic control manager	[822, 496, 97, 1]
601	15	15-12	15-1252	software engineer systems analyst instructional developer	[82, 22, 56, 11, 1228, 66]
602	41	41-20	41-2011	head evening grocery clerk	[191, 979, 349, 13]
603	11	11-10	11-1021	vice president chief operating officer	[50, 31, 123, 385, 42]
604	11	11-20	11-2022	director aviation sales contracts	[16, 980, 3, 414]
605	41	41-10	41-1011	marketing sales coordinator	[35, 3, 14]
606	15	15-12	15-1232	end specialist	[300, 7]
607	13	13-10	13-1199	export operations specialist	[589, 20, 7]
608	43	43-50	43-5011	import export agent	[654, 589, 49]
609	43	43-40	43-4051	administration clerk customer service representative	[133, 13, 5, 4, 6]
610	11	11-20	11-2011	campaign manager	[823, 1]
611	13	13-10	13-1161	marketing consultant	[35, 21]
612	41	41-30	41-3011	automotive advertising account executive	[726, 297, 29, 19]
613	11	11-20	11-2032	public relations officer	[352, 198, 42]
614	43	43-30	43-3021	medical biller coder	[26, 257, 542]
615	53	53-30	53-3051	bus driver	[264, 25]
616	53	53-30	53-3032	driver truck	[25, 89]
617	41	41-30	41-3021	accident disability annuity sales policy servicing individuals	[1229, 1230, 1231, 3, 655, 590, 0]
618	29	29-20	29-2099	office manager patient care representative	[8, 1, 98, 55, 6]
619	29	29-20	29-2072	custodian medical records desk relief	[1232, 26, 182, 58, 717]
620	43	43-40	43-4151	inbound sales data entry field support human resources	[386, 3, 45, 59, 145, 17, 33, 41]
621	43	43-40	43-4171	inventory control clerk receptionist cashier accounts receivables file clerk	[90, 97, 13, 27, 15, 48, 497, 286, 13]
622	41	41-30	41-3021	temp agent	[163, 49]
623	13	13-10	13-1161	market researcher	[238, 727]
624	53	53-70	53-7065	stock associate	[183, 9]
625	11	11-90	11-9051	restaurant manager	[295, 1]
626	11	11-10	11-1021	chief operations officer	[123, 20, 42]
627	11	11-20	11-2022	service sales manager	[4, 3, 1]
628	13	13-20	13-2052	education financial advisor	[219, 43, 147]
629	11	11-20	11-2022	national sales support	[175, 3, 17]
630	43	43-60	43-6014	assistant office manger	[2, 8, 273]
631	11	11-20	11-2022	regional manager	[69, 1]
632	13	13-10	13-1111	executive resolution analyst	[19, 656, 11]
633	43	43-10	43-1011	customer care center manager	[5, 55, 77, 1]
634	31	31-10	31-1122	care giver	[55, 1233]
635	31	31-10	31-1131	cna	[230]
636	13	13-20	13-2051	financial analyst internship program	[43, 11, 318, 115]
637	13	13-20	13-2052	wealth management intern	[824, 60, 91]
638	13	13-20	13-2051	forensic financial analyst	[1234, 43, 11]
639	11	11-20	11-2022	merchant retention manager	[657, 437, 1]
640	35	35-30	35-3031	hostess waitress	[278, 178]
641	35	35-30	35-3023	cashier cook	[15, 319]
642	31	31-90	31-9091	head dental assistant office	[191, 209, 2, 8]
643	43	43-60	43-6013	dental assistant desk	[209, 2, 58]
644	41	41-20	41-2011	customer service cashier	[5, 4, 15]
645	43	43-30	43-3031	accounts payable data entry clerk	[48, 85, 45, 59, 13]
646	43	43-60	43-6014	business assistant office manager	[28, 2, 8, 1]
647	43	43-10	43-1011	customer service manager	[5, 4, 1]
648	29	29-10	29-1141	triage administration medication charting patient teaching management crash cart ordering	[981, 133, 541, 0, 98, 728, 60, 0, 0, 0]
649	29	29-10	29-1141	triage administration medication	[981, 133, 541]
650	11	11-30	11-3012	environmental services director	[591, 47, 16]
651	11	11-10	11-1021	environmental services operations manager	[591, 47, 20, 1]
652	11	11-30	11-3121	vice president administration human resources	[50, 31, 133, 33, 41]
653	11	11-30	11-3012	director environmental services department	[16, 591, 47, 83]
654	43	43-30	43-3051	payroll clerk administration	[103, 13, 133]
655	13	13-20	13-2082	tax preparer admin clerk	[181, 342, 199, 13]
656	41	41-20	41-2011	store clerk bed	[39, 13, 729]
657	11	11-20	11-2032	communications officer	[223, 42]
658	53	53-30	53-3031	route driver	[227, 25]
659	15	15-12	15-1299	sr information specialist project management	[53, 120, 7, 23, 60]
660	29	29-20	29-2057	ophthalmic technician	[730, 24]
661	43	43-30	43-3031	travel expense compliance auditor accounts payable department	[258, 464, 249, 102, 48, 85, 83]
662	13	13-10	13-1023	procurement buyer	[301, 105]
663	43	43-30	43-3031	accounts payable analyst	[48, 85, 11]
664	25	25-20	25-2031	director teacher bookkeeper	[16, 51, 124]
665	13	13-10	13-1023	contract staff	[80, 52]
666	11	11-90	11-9051	catering director	[350, 16]
667	11	11-10	11-1021	catering director store manager	[350, 16, 39, 1]
668	11	11-20	11-2022	office manager sales	[8, 1, 3]
669	35	35-30	35-3031	captain banquet server	[731, 592, 65]
670	31	31-90	31-9095	student pharmacy aide	[190, 142, 131]
671	13	13-10	13-1151	certified trainer	[74, 110]
672	43	43-60	43-6014	communications assistant	[223, 2]
673	15	15-12	15-1252	.net software developer	[658, 82, 66]
674	11	11-90	11-9021	building superintendent	[377, 179]
675	11	11-90	11-9141	apartment superintendent	[982, 179]
676	11	11-30	11-3031	assistance category finance manager	[308, 659, 93, 1]
677	11	11-10	11-1021	finance executive operations	[93, 19, 20]
678	11	11-30	11-3071	supply chain officer manufacturing	[247, 380, 42, 151]
679	21	21-10	21-1023	clinician	[415]
680	21	21-10	21-1093	case manager	[114, 1]
681	11	11-30	11-3121	human resources manager	[33, 41, 1]
682	41	41-10	41-1012	director large fleet sales	[16, 983, 343, 3]
683	41	41-40	41-4012	account executive	[29, 19]
684	43	43-60	43-6014	personal office assistant	[130, 8, 2]
685	43	43-90	43-9061	title clerk secretary	[387, 13, 46]
686	41	41-10	41-1011	retail coordinator	[78, 14]
687	13	13-10	13-1082	senior project leader	[12, 23, 109]
688	15	15-12	15-1253	senior software test engineer	[12, 82, 290, 22]
689	31	31-10	31-1131	certified nurse aide	[74, 30, 131]
690	43	43-40	43-4051	support associate	[17, 9]
691	43	43-50	43-5061	production control coordinator	[67, 97, 14]
692	41	41-20	41-2011	store clerk	[39, 13]
693	33	33-90	33-9032	unarmed security guard	[583, 63, 165]
694	13	13-10	13-1031	supervising claims representative	[732, 81, 6]
695	13	13-20	13-2053	underwriting analyst	[538, 11]
696	13	13-10	13-1031	senior claims adjuster	[12, 81, 334]
697	13	13-10	13-1031	claims representative supervisor	[81, 6, 18]
698	43	43-90	43-9041	claims representative	[81, 6]
699	47	47-20	47-2061	laborer	[121]
700	53	53-70	53-7065	supply clerk	[247, 13]
701	13	13-20	13-2011	auditor	[102]
702	43	43-60	43-6014	assistant office manager	[2, 8, 1]
703	43	43-60	43-6014	gallery assistant	[825, 2]
704	43	43-60	43-6014	gallery attendant	[825, 267]
705	25	25-20	25-2011	preschool teacher	[543, 51]
706	21	21-10	21-1023	case worker adult outpatient mental health	[114, 68, 817, 660, 239, 73]
707	21	21-10	21-1023	social worker intern adult outpatient mental health	[195, 68, 91, 817, 660, 239, 73]
708	25	25-20	25-2021	long term substitute teacher	[498, 544, 438, 51]
709	25	25-20	25-2021	3rd grade math science social studies health teacher	[545, 336, 546, 499, 195, 826, 73, 51]
710	43	43-60	43-6014	northeast district secretary	[500, 87, 46]
711	43	43-60	43-6014	eo chapter corresponding secretary	[0, 0, 0, 46]
712	11	11-10	11-1021	assissant manager	[0, 1]
713	41	41-20	41-2011	frontend cashier	[827, 15]
714	11	11-20	11-2011	senior promotions manager crestor	[12, 547, 1, 0]
715	11	11-20	11-2011	promotions manager	[547, 1]
716	11	11-90	11-9111	managed care promotions manager	[529, 55, 547, 1]
717	13	13-20	13-2011	senior accountant executive	[12, 36, 19]
718	43	43-50	43-5071	traffic coordinator	[496, 14]
719	11	11-90	11-9141	property maintainace manager	[95, 0, 1]
720	41	41-20	41-2031	relationship associate	[353, 9]
721	43	43-40	43-4151	order processing clerk	[185, 302, 13]
722	11	11-20	11-2022	sr executive district sales manager	[53, 19, 87, 3, 1]
723	11	11-10	11-1021	executive district manager	[19, 87, 1]
724	29	29-20	29-2099	senior professional hospital representative	[12, 226, 593, 6]
725	31	31-10	31-1131	stna	[733]
726	31	31-10	31-1131	trainer responsible equipping new aides standards care residents	[110, 828, 0, 242, 0, 1235, 55, 1236]
727	49	49-90	49-9071	summer maintenance worker	[829, 72, 68]
728	15	15-12	15-1299	gis technician	[0, 24]
729	47	47-20	47-2061	excavation laborer	[0, 121]
730	11	11-30	11-3031	vice president sba credit approval officer	[50, 31, 984, 111, 0, 42]
731	13	13-20	13-2041	sba loan review analyst	[984, 64, 429, 11]
732	11	11-30	11-3031	assistant vice president loan officer	[2, 50, 31, 64, 42]
733	11	11-20	11-2021	marketing	[35]
734	13	13-20	13-2072	senior loan officer special team leader	[12, 64, 42, 211, 75, 109]
735	13	13-10	13-1111	senior consultant	[12, 21]
736	11	11-30	11-3012	facility manager	[233, 1]
737	11	11-90	11-9141	state real estate manager	[439, 275, 282, 1]
738	11	11-10	11-1021	general services manager	[32, 47, 1]
739	13	13-20	13-2011	cash reconciliation accountant	[245, 830, 36]
740	43	43-10	43-1011	billing manager	[84, 1]
741	43	43-90	43-9061	attendance clerk	[1237, 13]
742	43	43-10	43-1011	office manager financial coordinator	[8, 1, 43, 14]
743	15	15-12	15-1232	desktop support technician	[126, 17, 24]
744	43	43-90	43-9061	administrative clerk	[10, 13]
745	43	43-10	43-1011	customer service coordinator	[5, 4, 14]
746	41	41-10	41-1011	store sales manager	[39, 3, 1]
747	41	41-40	41-4012	office manager sales representative	[8, 1, 3, 6]
748	13	13-20	13-2072	performing loan officer	[0, 64, 42]
749	43	43-60	43-6014	finance assistant	[93, 2]
750	51	51-90	51-9061	initial quality assurance inspector	[1238, 71, 167, 217]
751	43	43-40	43-4081	desk	[58]
752	53	53-30	53-3032	dump truck driver	[734, 89, 25]
753	51	51-90	51-9198	production assistant	[67, 2]
754	41	41-40	41-4012	inside sales	[139, 3]
755	43	43-40	43-4051	customer service representative inbound center	[5, 4, 6, 386, 77]
